Section ID,Section,HS2 ID,HS2,HS4 ID,HS4,Trade Value
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62819,Chromium Oxides and Hydroxides,4132250
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62820,Manganese Oxides,7036955
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62821,Iron Oxides and Hydroxides,28256408
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62822,Cobalt Oxides and Hydroxides,44038172
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62823,Titanium Oxides,13272268
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62824,Lead Oxides,369116
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62825,Inorganic Salts,105750291
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62826,Fluorides,27134823
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62827,Chlorides,57091895
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62828,Hypochlorites,10866436
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62829,Chlorates and Perchlorates,3545398
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62830,Sulfides,10740725
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62831,Dithionites and Sulfoxylates,5158332
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62832,Sulfites,13964843
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62833,Sulfates,91411387
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62834,Nitrites and Nitrates,27353821
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62835,Phosphinates and Phosphonates,86005934
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62836,Carbonates,92555143
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62837,Cyanides,17089696
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62839,Silicates,13304676
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62840,Borates,4115799
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62841,Oxometallic or Peroxometallic Acid Salts,85609322
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62842,Other Inorganic Acids Salts,29691229
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62843,Precious Metal Compounds,20247567
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62844,Radioactive Chemicals,333971
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62845,Other Isotopes,532005
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62846,Rare-Earth Metal Compounds,32569362
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62847,Hydrogen peroxide,97449
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62849,Carbides,50050931
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62850,Hydrides and other anions,9938847
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62853,Other inorganic compounds,50065844
6,Chemical Products,629,Organic chemicals,62901,Acyclic Hydrocarbons,9923191
6,Chemical Products,629,Organic chemicals,62902,Cyclic Hydrocarbons,37784210
6,Chemical Products,629,Organic chemicals,62903,Halogenated Hydrocarbons,208484960
6,Chemical Products,629,Organic chemicals,62904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",20212135
6,Chemical Products,629,Organic chemicals,62905,Acyclic Alcohols,106218781
6,Chemical Products,629,Organic chemicals,62906,Cyclic Alcohols,62789761
6,Chemical Products,629,Organic chemicals,62907,Phenols,23354657
6,Chemical Products,629,Organic chemicals,62908,Phenol Derivatives,6842972
6,Chemical Products,629,Organic chemicals,62909,Ethers,83665823
6,Chemical Products,629,Organic chemicals,62910,Epoxides,8040914
6,Chemical Products,629,Organic chemicals,62911,Acetals and Hemiacetals,1982215
6,Chemical Products,629,Organic chemicals,62912,Aldehydes,40535799
6,Chemical Products,629,Organic chemicals,62913,Aldehyde Derivatives,6065816
6,Chemical Products,629,Organic chemicals,62914,Ketones and Quinones,124269305
6,Chemical Products,629,Organic chemicals,62915,Saturated Acyclic Monocarboxylic Acids,186511403
6,Chemical Products,629,Organic chemicals,62916,Unsaturated Acyclic Monocarboxylic Acids,147753075
6,Chemical Products,629,Organic chemicals,62917,Polycarboxylic Acids,166174626
6,Chemical Products,629,Organic chemicals,62918,Carboxylic Acids,284224880
6,Chemical Products,629,Organic chemicals,62919,Phosphoric Esters and Salts,42424616
6,Chemical Products,629,Organic chemicals,62920,Other Esters,31695283
6,Chemical Products,629,Organic chemicals,62921,Amine Compounds,205717140
6,Chemical Products,629,Organic chemicals,62922,Oxygen Amino Compounds,320696599
6,Chemical Products,629,Organic chemicals,62923,Quaternary Ammonium Salts and Hydroxides,37301659
6,Chemical Products,629,Organic chemicals,62924,Carboxyamide Compounds,169106819
6,Chemical Products,629,Organic chemicals,62925,Carboxyimide Compounds,29998754
6,Chemical Products,629,Organic chemicals,62926,Nitrile Compounds,84677740
6,Chemical Products,629,Organic chemicals,62927,"Diazo, Azo or Aoxy Compounds",21513880
6,Chemical Products,629,Organic chemicals,62928,Hydrazine or Hydroxylamine Derivatives,15315317
6,Chemical Products,629,Organic chemicals,62929,Other Nitrogen Compounds,89725987
6,Chemical Products,629,Organic chemicals,62930,Organo-Sulfur Compounds,192159764
6,Chemical Products,629,Organic chemicals,62931,Other Organo-Inorganic Compounds,257272474
6,Chemical Products,629,Organic chemicals,62932,Oxygen Heterocyclic Compounds,247393302
6,Chemical Products,629,Organic chemicals,62933,Nitrogen Heterocyclic Compounds,826337914
6,Chemical Products,629,Organic chemicals,62934,Nucleic Acids,275857075
6,Chemical Products,629,Organic chemicals,62935,Sulfonamides,67420454
6,Chemical Products,629,Organic chemicals,62936,Vitamins,473269105
6,Chemical Products,629,Organic chemicals,62937,Hormones,84797664
6,Chemical Products,629,Organic chemicals,62938,Glycosides,56442899
6,Chemical Products,629,Organic chemicals,62939,Vegetable Alkaloids,17460895
6,Chemical Products,629,Organic chemicals,62940,Chemically Pure Sugars,9066908
6,Chemical Products,629,Organic chemicals,62941,Antibiotics,356115250
6,Chemical Products,629,Organic chemicals,62942,Other Organic Compounds,5093766
6,Chemical Products,630,Pharmaceutical products,63001,Glands and Other Organs,137750983
6,Chemical Products,630,Pharmaceutical products,63002,"Blood, antisera, vaccines, toxins and cultures",67632201
6,Chemical Products,630,Pharmaceutical products,63003,Unpackaged Medicaments,58527106
6,Chemical Products,630,Pharmaceutical products,63004,Packaged Medicaments,346931146
6,Chemical Products,630,Pharmaceutical products,63005,Bandages,134064586
6,Chemical Products,630,Pharmaceutical products,63006,Special Pharmaceuticals,65175444
6,Chemical Products,631,Fertilizers,63101,Animal or Vegetable Fertilizers,1972463
6,Chemical Products,631,Fertilizers,63102,Nitrogenous Fertilizers,232642315
6,Chemical Products,631,Fertilizers,63103,Phosphatic Fertilizers,48175877
6,Chemical Products,631,Fertilizers,63104,Potassic Fertilizers,6044419
6,Chemical Products,631,Fertilizers,63105,Mixed Mineral or Chemical Fertilizers,288393153
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,Vegetable Tanning Extracts,352597
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,Synthetic Tanning Extracts,2599092
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63203,Vegetable or Animal Dyes,19224860
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,Synthetic Coloring Matter,257776678
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63205,Lake Pigments,12055
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,Other Coloring Matter,254927858
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,Prepared Pigments,33991864
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,Nonaqueous Paints,41125439
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63209,Aqueous Paints,9323354
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63210,Other Paints,3049433
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63211,Prepared Paint Driers,898365
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63212,Nonaqueous Pigments,5999676
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63213,Artistry Paints,26835067
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,Glaziers Putty,33335178
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,Ink,28948061
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,Essential Oils,43151197
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63302,Scented Mixtures,31905368
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63303,Perfumes,12076777
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,Beauty Products,186911876
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,Hair Products,24719372
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,Dental Products,40344813
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,Shaving Products,120106876
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63401,Soap,50332699
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63402,Cleaning Products,184817529
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63403,Lubricating Products,15956217
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63404,Waxes,7268003
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63405,Polishes and Creams,11367475
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63406,Candles,61093564
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63407,Pastes and Waxes,25340499
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63501,Casein,377028
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63502,Water Soluble Proteins,73774
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63503,Gelatin,8097229
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63504,Peptones,46553015
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63505,Dextrins,7296380
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63506,Glues,184245583
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63507,Enzymes,33404525
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63601,Propellant Powders,3694301
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63602,Prepared Explosives,802271
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63603,Detonating Fuses,5361565
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63604,Fireworks,39769154
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63605,Matches,393237
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63606,Pyrophoric Alloys,1088658
6,Chemical Products,637,Photographic or cinematographic goods,63701,Photographic Plates,59566423
6,Chemical Products,637,Photographic or cinematographic goods,63702,Photographic Film,12634083
6,Chemical Products,637,Photographic or cinematographic goods,63703,Photographic Paper,5673912
6,Chemical Products,637,Photographic or cinematographic goods,63704,Undeveloped Exposed Photographic Material,69581
6,Chemical Products,637,Photographic or cinematographic goods,63705,Developed Exposed Photographic Material,78186
6,Chemical Products,637,Photographic or cinematographic goods,63706,"Motion-picture film, exposed and developed",5426
6,Chemical Products,637,Photographic or cinematographic goods,63707,Photographic Chemicals,30479549
6,Chemical Products,638,Chemical products n.e.s.,63801,Artificial Graphite,43193570
6,Chemical Products,638,Chemical products n.e.s.,63802,Activated Carbon,39678906
6,Chemical Products,638,Chemical products n.e.s.,63803,Tall Oil,4764
6,Chemical Products,638,Chemical products n.e.s.,63804,Wood Pulp Lyes,1483197
6,Chemical Products,638,Chemical products n.e.s.,63805,Turpentine,1163304
6,Chemical Products,638,Chemical products n.e.s.,63806,Rosin,28523219
6,Chemical Products,638,Chemical products n.e.s.,63807,"Wood Tar, Oils and Pitch",1675434
6,Chemical Products,638,Chemical products n.e.s.,63808,Pesticides,529930806
6,Chemical Products,638,Chemical products n.e.s.,63809,Dyeing Finishing Agents,26587548
6,Chemical Products,638,Chemical products n.e.s.,63810,Metal Pickling Preparations,8188523
6,Chemical Products,638,Chemical products n.e.s.,63811,Antiknock,13957611
6,Chemical Products,638,Chemical products n.e.s.,63812,Prepared Rubber Accelerators,74903390
6,Chemical Products,638,Chemical products n.e.s.,63813,Fire Extinguishers Preparations,3615063
6,Chemical Products,638,Chemical products n.e.s.,63814,Organic Composite Solvents,8917182
6,Chemical Products,638,Chemical products n.e.s.,63815,Reaction and Catalytic Products,35325338
6,Chemical Products,638,Chemical products n.e.s.,63816,Refractory Cements,28666644
6,Chemical Products,638,Chemical products n.e.s.,63817,Alkylbenzenes and Alkylnaphthalenes,16654156
6,Chemical Products,638,Chemical products n.e.s.,63818,Disc Chemicals for Electronics,396594988
6,Chemical Products,638,Chemical products n.e.s.,63819,Hydraulic Brake Fluid,744275
6,Chemical Products,638,Chemical products n.e.s.,63820,Antifreeze,1189751
6,Chemical Products,638,Chemical products n.e.s.,63821,Micro-Organism Culture Preparations,293468
6,Chemical Products,638,Chemical products n.e.s.,63822,Laboratory Reagents,24172507
6,Chemical Products,638,Chemical products n.e.s.,63823,"Industrial Fatty Acids, Oils and Alcohols",7884243
6,Chemical Products,638,Chemical products n.e.s.,63824,Prepr binder for foundry,456759138
6,Chemical Products,638,Chemical products n.e.s.,63825,Residual products of the chemical or allied industries,1297159
6,Chemical Products,638,Chemical products n.e.s.,63826,Biodiesel and mixtures thereof,9401151
7,Plastics and Rubbers,739,Plastics and articles thereof,73901,Ethylene Polymers,70488480
7,Plastics and Rubbers,739,Plastics and articles thereof,73902,Propylene Polymers,38982610
7,Plastics and Rubbers,739,Plastics and articles thereof,73903,Styrene Polymers,56206622
7,Plastics and Rubbers,739,Plastics and articles thereof,73904,Vinyl Chloride Polymers,125440466
7,Plastics and Rubbers,739,Plastics and articles thereof,73905,Other Vinyl Polymers,32724930
7,Plastics and Rubbers,739,Plastics and articles thereof,73906,Acrylic Polymers,87494679
7,Plastics and Rubbers,739,Plastics and articles thereof,73907,Polyacetals,518520005
7,Plastics and Rubbers,739,Plastics and articles thereof,73908,Polyamides,65938379
7,Plastics and Rubbers,739,Plastics and articles thereof,73909,Amino-resins,193854343
7,Plastics and Rubbers,739,Plastics and articles thereof,73910,Silicone,81470337
7,Plastics and Rubbers,739,Plastics and articles thereof,73911,Petroleum Resins,58729872
7,Plastics and Rubbers,739,Plastics and articles thereof,73912,Cellulose,51818062
7,Plastics and Rubbers,739,Plastics and articles thereof,73913,Natural Polymers,32635914
7,Plastics and Rubbers,739,Plastics and articles thereof,73914,Polymer Ion-Exchangers,19491045
7,Plastics and Rubbers,739,Plastics and articles thereof,73915,Scrap Plastic,10619537
7,Plastics and Rubbers,739,Plastics and articles thereof,73916,Monofilament,46935563
7,Plastics and Rubbers,739,Plastics and articles thereof,73917,Plastic Pipes,267055408
7,Plastics and Rubbers,739,Plastics and articles thereof,73918,Plastic Floor Coverings,454887786
7,Plastics and Rubbers,739,Plastics and articles thereof,73919,Self-adhesive Plastics,298423122
7,Plastics and Rubbers,739,Plastics and articles thereof,73920,Raw Plastic Sheeting,594720684
7,Plastics and Rubbers,739,Plastics and articles thereof,73921,Other Plastic Sheetings,204173967
7,Plastics and Rubbers,739,Plastics and articles thereof,73922,Plastic Wash Basins,89320849
7,Plastics and Rubbers,739,Plastics and articles thereof,73923,Plastic Lids,853414341
7,Plastics and Rubbers,739,Plastics and articles thereof,73924,Plastic Housewares,873481177
7,Plastics and Rubbers,739,Plastics and articles thereof,73925,Plastic Building Materials,192675418
7,Plastics and Rubbers,739,Plastics and articles thereof,73926,Other Plastic Products,1879729147
7,Plastics and Rubbers,740,Rubber and articles thereof,74001,Rubber,1004077
7,Plastics and Rubbers,740,Rubber and articles thereof,74002,Synthetic Rubber,48833303
7,Plastics and Rubbers,740,Rubber and articles thereof,74003,Reclaimed Rubber,8516999
7,Plastics and Rubbers,740,Rubber and articles thereof,74004,Scrap Rubber,923432
7,Plastics and Rubbers,740,Rubber and articles thereof,74005,Compounded Unvulcanised Rubber,2491461
7,Plastics and Rubbers,740,Rubber and articles thereof,74006,Unvulcanised Rubber Products,590048
7,Plastics and Rubbers,740,Rubber and articles thereof,74007,Rubber Thread,8086408
7,Plastics and Rubbers,740,Rubber and articles thereof,74008,Rubber Sheets,29630730
7,Plastics and Rubbers,740,Rubber and articles thereof,74009,Rubber Pipes,87019623
7,Plastics and Rubbers,740,Rubber and articles thereof,74010,Rubber Belting,85074905
7,Plastics and Rubbers,740,Rubber and articles thereof,74011,Rubber Tires,1391436509
7,Plastics and Rubbers,740,Rubber and articles thereof,74012,Used Rubber Tires,14316241
7,Plastics and Rubbers,740,Rubber and articles thereof,74013,Rubber Inner Tubes,46983179
7,Plastics and Rubbers,740,Rubber and articles thereof,74014,Pharmaceutical Rubber Products,15752763
7,Plastics and Rubbers,740,Rubber and articles thereof,74015,Rubber Apparel,54359033
7,Plastics and Rubbers,740,Rubber and articles thereof,74016,Other Rubber Products,232293111
7,Plastics and Rubbers,740,Rubber and articles thereof,74017,Hard Rubber,3479562
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84101,Equine and Bovine Hides,785608
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84102,Sheep Hides,190004
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84104,Tanned Equine and Bovine Hides,1098054
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84105,Tanned Sheep Hides,540771
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84106,Tanned Goat Hides,463353
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84107,Leather of Other Animals,34946091
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84112,Leather further prepared after tanning or crusting of sheep or lamb,1447326
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84113,Leather further prepared after tanning or crusting of animals (other than ovine),3768337
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84114,Chamois (including combination chamois) leather,1362349
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84115,Composition leather with a basis of leather or leather fibre,1788336
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84201,Saddlery,47047878
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84202,Trunks and Cases,2580857732
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84203,Leather Apparel,127252712
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84205,Other Leather Articles,46424766
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84206,Articles of Gut,3688
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84302,Tanned Furskins,14155798
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84303,Furskin Apparel,316957136
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84304,Artificial Fur,1172593
9,Wood Products,944,Wood and articles of wood; wood charcoal,94401,Fuel Wood,594424
9,Wood Products,944,Wood and articles of wood; wood charcoal,94402,Wood Charcoal,11218544
9,Wood Products,944,Wood and articles of wood; wood charcoal,94403,Rough Wood,4723912
9,Wood Products,944,Wood and articles of wood; wood charcoal,94404,Wood Stakes,278274
9,Wood Products,944,Wood and articles of wood; wood charcoal,94405,Wood Wool,337893
9,Wood Products,944,Wood and articles of wood; wood charcoal,94406,Railroad Ties,4600
9,Wood Products,944,Wood and articles of wood; wood charcoal,94407,Sawn Wood,17222314
9,Wood Products,944,Wood and articles of wood; wood charcoal,94408,Veneer Sheets,41298128
9,Wood Products,944,Wood and articles of wood; wood charcoal,94409,Shaped Wood,37044743
9,Wood Products,944,Wood and articles of wood; wood charcoal,94410,Particle Board,9795836
9,Wood Products,944,Wood and articles of wood; wood charcoal,94411,Wood Fiberboard,107053004
9,Wood Products,944,Wood and articles of wood; wood charcoal,94412,Plywood,513954326
9,Wood Products,944,Wood and articles of wood; wood charcoal,94413,Densified Wood,1081317
9,Wood Products,944,Wood and articles of wood; wood charcoal,94414,Wood Frames,36595765
9,Wood Products,944,Wood and articles of wood; wood charcoal,94415,Wood Crates,6427299
9,Wood Products,944,Wood and articles of wood; wood charcoal,94416,Wood Barrels,221114
9,Wood Products,944,Wood and articles of wood; wood charcoal,94417,Wooden Tool Handles,22836013
9,Wood Products,944,Wood and articles of wood; wood charcoal,94418,Wood Carpentry,105863351
9,Wood Products,944,Wood and articles of wood; wood charcoal,94419,Wood Kitchenware,66674044
9,Wood Products,944,Wood and articles of wood; wood charcoal,94420,Wood Ornaments,104882438
9,Wood Products,944,Wood and articles of wood; wood charcoal,94421,Other Wood Articles,244664149
9,Wood Products,945,Cork and articles of cork,94501,Raw Cork,27864
9,Wood Products,945,Cork and articles of cork,94502,Debacked Cork,1565
9,Wood Products,945,Cork and articles of cork,94503,Natural Cork Articles,30421
9,Wood Products,945,Cork and articles of cork,94504,Agglomerated Cork,1827082
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94601,Plaiting Products,31635256
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94602,Basketwork,107335646
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104701,Mechanical Wood Pulp,37801
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104702,Dissolving Grades Chemical Woodpulp,10929
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104703,Sulfate Chemical Woodpulp,1593424
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104704,Sulfite Chemical Woodpulp,19765
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104706,Recovered Paper Pulp,10751854
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104707,Recovered Paper,19677
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104801,Newsprint,411857
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104802,Uncoated Paper,70660896
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104803,Facial Tissue,26848727
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104804,Uncoated Kraft Paper,9556012
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104805,Other Uncoated Paper,48810264
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104806,Vegetable Parchment,10996469
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104807,Composite Paper,2188755
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104808,Corrugated Paper,6777464
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104809,Carbon Paper,22125415
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104810,Kaolin Coated Paper,242222094
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104811,Cellulose Fibers Paper,130969923
